w1,w2,w3,alpha,beta,pi0,regression_mae,full_model_mae,full_model_rmse,full_model_mape,volatility_mae,volatility_rmse,volatility_mape,sample_count,validation_count,price_rank,volatility_rank
0.06,0.78,0.16,1.1704121562894985,3164.96737257279,607.3172685085024,98.69730123916035,99.38613659733085,118.093746100858,0.013156647961884453,99.38613659733085,118.093746100858,0.753491464782465,158,241,93,93
0.2,0.7,0.1,1.183135608857985,3114.2052254951304,648.021495392713,99.64610790253236,99.39015149295244,119.31166536594584,0.013115961924762384,99.39015149295244,119.31166536594584,0.752153398298115,158,241,94,94
0.12,0.72,0.16,1.1745043233063754,3154.8804694796845,618.6776903137525,99.062325004921,99.39284935302277,118.51678211827728,0.013144923068713904,99.39284935302277,118.51678211827728,0.7527247406134919,158,241,95,95
0.26,0.74,0.0,1.192599231784109,3057.4192704337074,684.1167239525848,100.11041715448991,99.41087599684113,120.26853827649926,0.013090465040086596,99.41087599684113,120.26853827649926,0.7515116080195738,158,241,96,96
0.24,0.72,0.04,1.1890746758249005,3079.64920985863,670.2879371956851,99.95470665510472,99.41960980506948,119.88603436022346,0.013101957371350913,99.41960980506948,119.88603436022346,0.7517635916798614,158,241,97,97
0.04,0.8,0.16,1.1689798210270859,3168.776162345939,603.3343584421023,98.61996249128855,99.42634916152494,118.06625840058003,0.013165817655095302,99.42634916152494,118.06625840058003,0.754011560879441,158,241,98,98
0.22,0.7,0.08,1.185501199140254,3102.1155306848677,656.4053056018793,99.8243226157655,99.44275318783944,119.63710017484314,0.013115733816734903,99.44275318783944,119.63710017484314,0.7522011040655411,158,241,99,99
0.14,0.7,0.16,1.1758021909039993,3151.9556339290675,622.2711576464476,99.30169440123056,99.48394138890849,118.77922841766964,0.013152534464115576,99.48394138890849,118.77922841766964,0.7532372825855073,158,241,100,100
0.02,0.82,0.16,1.1675136241985151,3172.805798141236,599.2554442091364,98.5830691225545,99.49146004576833,118.09486844360379,0.013178595288182491,99.49146004576833,118.09486844360379,0.7546839928073386,158,241,101,101
0.18,0.68,0.14,1.1794909925523525,3137.014275700797,634.0807094379643,99.6557267166122,99.54613029493903,119.28972363835938,0.013147699352930841,99.54613029493903,119.28972363835938,0.7535995553483881,158,241,102,102
0.26,0.72,0.02,1.1913725215095614,3067.942426216394,678.5542158374501,100.22337362965463,99.5489336947057,120.38003661960586,0.013112867244148192,99.5489336947057,120.38003661960586,0.7524502573044909,158,241,103,103
0.24,0.7,0.06,1.1878416430793426,3090.1742371097926,664.7472250745436,100.06651326440628,99.55628414351092,120.03880306715729,0.013124184527277202,99.55628414351092,120.03880306715729,0.7526934118722576,158,241,104,104
0.2,0.68,0.12,1.1818978774010818,3124.698007110493,642.5361665682367,99.80785489837702,99.56908599536888,119.52417622028855,0.013143723368744436,99.56908599536888,119.52417622028855,0.7535730566825508,158,241,105,105
0.0,0.84,0.16,1.1659894500381676,3177.326427952182,594.8940900143316,98.57298632415616,99.5720094401238,118.19298129508296,0.013193045628876073,99.5720094401238,118.19298129508296,0.7554304414417216,158,241,106,106
0.08,0.74,0.18,1.1705899031784377,3171.625787135421,605.9299819095786,98.97632535552226,99.59961443814176,118.42710602460876,0.013186778449599364,99.59961443814176,118.42710602460876,0.7545368215818897,158,241,107,107
0.1,0.72,0.18,1.17195330750932,3168.2731948407964,609.7071780387923,99.09899268837256,99.6089032287391,118.57348289811502,0.013183295617123513,99.6089032287391,118.57348289811502,0.7542985231020831,158,241,108,108
0.22,0.68,0.1,1.1842656966291953,3112.6178032469825,650.9002237428922,99.98656614450759,99.61209259804328,119.83141015113276,0.013142205337164689,99.61209259804328,119.83141015113276,0.7536249330291162,158,241,109,109
0.16,0.68,0.16,1.1770456418643047,3149.5623307392043,625.5364701122044,99.59259228086324,99.61835178723335,119.12755384837853,0.013165384487074702,99.61835178723335,119.12755384837853,0.754156779440287,158,241,110,110
